REGION,YEAR,WEEK,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,YEARWEEK,PRETTYDATE
Missouri,2013,4,4.89124,407,28,8321,2013-4,2013-01-28
Missouri,2013,5,4.95706,381,27,7686,2013-5,2013-02-04
Missouri,2013,6,4.4439,360,27,8101,2013-6,2013-02-11
Missouri,2013,7,3.33773,253,27,7580,2013-7,2013-02-18
Missouri,2013,8,3.15217,203,27,6440,2013-8,2013-02-25
Missouri,2013,9,2.36915,153,24,6458,2013-9,2013-03-04
Missouri,2013,10,2.59259,182,24,7020,2013-10,2013-03-11
Missouri,2013,11,2.10808,142,24,6736,2013-11,2013-03-18
Missouri,2013,12,1.81256,123,25,6786,2013-12,2013-03-25
Missouri,2013,13,1.86999,105,23,5615,2013-13,2013-04-01
Missouri,2013,14,1.2985,83,21,6392,2013-14,2013-04-08
Missouri,2013,15,1.25548,83,21,6611,2013-15,2013-04-15
Missouri,2013,16,0.901675,63,23,6987,2013-16,2013-04-22
Missouri,2013,17,1.24487,85,22,6828,2013-17,2013-04-29
Missouri,2013,18,0.918209,65,23,7079,2013-18,2013-05-06
Missouri,2013,19,0.839965,57,22,6786,2013-19,2013-05-13
Missouri,2013,20,0.52705,34,22,6451,2013-20,2013-05-20
Missouri,2013,21,0.816168,42,21,5146,2013-21,2013-05-27
Missouri,2013,22,0.743633,40,21,5379,2013-22,2013-06-03
Missouri,2013,23,0.209351,6,20,2866,2013-23,2013-06-10
Missouri,2013,24,0.211045,6,19,2843,2013-24,2013-06-17
Missouri,2013,25,0.236327,7,19,2962,2013-25,2013-06-24
Missouri,2013,26,0.074184,2,19,2696,2013-26,2013-07-01
Missouri,2013,27,0.040783,1,19,2452,2013-27,2013-07-08
Missouri,2013,28,0.0352113,1,19,2840,2013-28,2013-07-15
Missouri,2013,29,0.0759013,2,18,2635,2013-29,2013-07-22
Missouri,2013,30,0,0,18,2684,2013-30,2013-07-29
Missouri,2013,31,0.0773994,2,19,2584,2013-31,2013-08-05
Missouri,2013,32,0.0680504,2,19,2939,2013-32,2013-08-12
Missouri,2013,33,0.095057,3,19,3156,2013-33,2013-08-19
Missouri,2013,34,0.105263,4,19,3800,2013-34,2013-08-26
Missouri,2013,35,0.081389,3,18,3686,2013-35,2013-09-02
Missouri,2013,36,0.306279,10,18,3265,2013-36,2013-09-09
Missouri,2013,37,0.337838,13,18,3848,2013-37,2013-09-16
Missouri,2013,38,0.431566,14,17,3244,2013-38,2013-09-23
Missouri,2013,39,0.354724,11,15,3101,2013-39,2013-09-30
Missouri,2013,40,1.10175,85,22,7715,2013-40,2013-10-07
Missouri,2013,41,1.32619,104,23,7842,2013-41,2013-10-14
Missouri,2013,42,1.00076,79,23,7894,2013-42,2013-10-21
Missouri,2013,43,1.24873,98,23,7848,2013-43,2013-10-28
Missouri,2013,44,1.06213,80,21,7532,2013-44,2013-11-04
Missouri,2013,45,1.16895,86,20,7357,2013-45,2013-11-11
Missouri,2013,46,1.23795,95,22,7674,2013-46,2013-11-18
Missouri,2013,47,1.4448,103,20,7129,2013-47,2013-11-25
Missouri,2013,48,1.6266,90,21,5533,2013-48,2013-12-02
Missouri,2013,49,1.90597,150,24,7870,2013-49,2013-12-09
Missouri,2013,50,2.27721,173,25,7597,2013-50,2013-12-16
Missouri,2013,51,4.55016,308,25,6769,2013-51,2013-12-23
Missouri,2013,52,6.69931,342,23,5105,2013-52,2013-12-30
Missouri,2014,1,5.92605,351,25,5923,2014-1,2014-01-06
Missouri,2014,2,3.97493,260,24,6541,2014-2,2014-01-13
Missouri,2014,3,3.3622,264,25,7852,2014-3,2014-01-20
Missouri,2014,4,3.19497,244,25,7637,2014-4,2014-01-27
Missouri,2014,5,3.17951,257,26,8083,2014-5,2014-02-03
Missouri,2014,6,2.43792,162,24,6645,2014-6,2014-02-10
Missouri,2014,7,2.00081,148,23,7397,2014-7,2014-02-17
Missouri,2014,8,1.68301,127,23,7546,2014-8,2014-02-24
Missouri,2014,9,1.63679,126,23,7698,2014-9,2014-03-03
Missouri,2014,10,1.40174,100,22,7134,2014-10,2014-03-10
Missouri,2014,11,1.78872,117,20,6541,2014-11,2014-03-17
Missouri,2014,12,1.32347,93,21,7027,2014-12,2014-03-24
Missouri,2014,13,1.37779,81,21,5879,2014-13,2014-03-31
Missouri,2014,14,1.56726,103,20,6572,2014-14,2014-04-07
Missouri,2014,15,0.902869,62,20,6867,2014-15,2014-04-14
Missouri,2014,16,0.8907,59,20,6624,2014-16,2014-04-21
Missouri,2014,17,0.990099,62,20,6262,2014-17,2014-04-28
Missouri,2014,18,0.779697,51,19,6541,2014-18,2014-05-05
Missouri,2014,19,0.963817,61,18,6329,2014-19,2014-05-12
Missouri,2014,20,0.616698,39,19,6324,2014-20,2014-05-19
Missouri,2014,21,0.785388,43,19,5475,2014-21,2014-05-26
Missouri,2014,22,0.723487,41,19,5667,2014-22,2014-06-02
Missouri,2014,23,0.0359583,1,18,2781,2014-23,2014-06-09
Missouri,2014,24,0.108421,3,18,2767,2014-24,2014-06-16
Missouri,2014,25,0.039604,1,16,2525,2014-25,2014-06-23
Missouri,2014,26,0.036523,1,17,2738,2014-26,2014-06-30
Missouri,2014,27,0.0394789,1,17,2533,2014-27,2014-07-07
Missouri,2014,28,0.035524,1,17,2815,2014-28,2014-07-14
Missouri,2014,29,0.0730727,2,18,2737,2014-29,2014-07-21
Missouri,2014,30,0.10442,3,18,2873,2014-30,2014-07-28
Missouri,2014,31,0.218898,6,18,2741,2014-31,2014-08-04
Missouri,2014,32,0.178253,5,18,2805,2014-32,2014-08-11
Missouri,2014,33,0.180245,5,16,2774,2014-33,2014-08-18
Missouri,2014,34,0.0543331,2,18,3681,2014-34,2014-08-25
Missouri,2014,35,0.0262605,1,17,3808,2014-35,2014-09-01
Missouri,2014,36,0.0682128,2,16,2932,2014-36,2014-09-08
Missouri,2014,37,0.330368,13,17,3935,2014-37,2014-09-15
Missouri,2014,38,0.28416400000000003,11,17,3871,2014-38,2014-09-22
Missouri,2014,39,0.276451,11,17,3979,2014-39,2014-09-29
Missouri,2014,40,1.03915,86,23,8276,2014-40,2014-10-06
Missouri,2014,41,1.28882,105,23,8147,2014-41,2014-10-13
Missouri,2014,42,1.40453,116,23,8259,2014-42,2014-10-20
Missouri,2014,43,1.32654,112,22,8443,2014-43,2014-10-27
Missouri,2014,44,0.948386,52,22,5483,2014-44,2014-11-03
Missouri,2014,45,1.04767,80,21,7636,2014-45,2014-11-10
Missouri,2014,46,1.616,118,23,7302,2014-46,2014-11-17
Missouri,2014,47,1.09715,55,20,5013,2014-47,2014-11-24
Missouri,2014,48,2.70174,152,23,5626,2014-48,2014-12-01
Missouri,2014,49,2.50949,205,22,8169,2014-49,2014-12-08
Missouri,2014,50,5.39804,436,21,8077,2014-50,2014-12-15
Missouri,2014,51,6.14749,461,22,7499,2014-51,2014-12-22
Missouri,2014,52,8.54034,471,22,5515,2014-52,2014-12-29
Missouri,2015,1,4.37008,333,23,7620,2015-1,2015-01-05
Missouri,2015,2,3.3668,285,23,8465,2015-2,2015-01-12
Missouri,2015,3,3.2881,189,22,5748,2015-3,2015-01-19
Missouri,2015,4,3.71205,247,22,6654,2015-4,2015-01-26
Missouri,2015,5,2.88219,240,23,8327,2015-5,2015-02-02
Missouri,2015,6,2.46064,211,21,8575,2015-6,2015-02-09
Missouri,2015,7,2.33557,174,22,7450,2015-7,2015-02-16
Missouri,2015,8,2.40867,209,23,8677,2015-8,2015-02-23
Missouri,2015,9,2.20076,196,22,8906,2015-9,2015-03-02
Missouri,2015,10,2.44123,108,21,4424,2015-10,2015-03-09
Missouri,2015,11,2.01586,89,19,4415,2015-11,2015-03-16
Missouri,2015,12,2.066,72,21,3485,2015-12,2015-03-23
Missouri,2015,13,1.93118,142,21,7353,2015-13,2015-03-30
Missouri,2015,14,1.8344800000000001,131,20,7141,2015-14,2015-04-06
Missouri,2015,15,1.46409,106,19,7240,2015-15,2015-04-13
Missouri,2015,16,1.31024,87,20,6640,2015-16,2015-04-20
Missouri,2015,17,1.41824,102,19,7192,2015-17,2015-04-27
Missouri,2015,18,1.04167,71,19,6816,2015-18,2015-05-04
Missouri,2015,19,1.09926,68,19,6186,2015-19,2015-05-11
Missouri,2015,20,0.958637,54,18,5633,2015-20,2015-05-18
Missouri,2015,21,0.129758,3,16,2312,2015-21,2015-05-25
Missouri,2015,22,0.195389,5,17,2559,2015-22,2015-06-01
Missouri,2015,23,0.0755572,2,16,2647,2015-23,2015-06-08
Missouri,2015,24,0.190404,5,16,2626,2015-24,2015-06-15
Missouri,2015,25,0.406054,11,16,2709,2015-25,2015-06-22
Missouri,2015,26,0.442478,10,16,2260,2015-26,2015-06-29
Missouri,2015,27,0.0371609,1,17,2691,2015-27,2015-07-06
Missouri,2015,28,0.260805,7,17,2684,2015-28,2015-07-13
Missouri,2015,29,0.196309,5,16,2547,2015-29,2015-07-20
Missouri,2015,30,0.0806777,2,17,2479,2015-30,2015-07-27
Missouri,2015,31,0.249584,6,17,2404,2015-31,2015-08-03
Missouri,2015,32,0.0784314,2,16,2550,2015-32,2015-08-10
Missouri,2015,33,0.260501,8,16,3071,2015-33,2015-08-17
Missouri,2015,34,0.148846,6,17,4031,2015-34,2015-08-24
Missouri,2015,35,0.0474834,2,17,4212,2015-35,2015-08-31
Missouri,2015,36,0.244126,8,14,3277,2015-36,2015-09-07
Missouri,2015,37,0.735294,24,16,3264,2015-37,2015-09-14
Missouri,2015,38,0.819921,27,16,3293,2015-38,2015-09-21
Missouri,2015,39,0.908785,27,16,2971,2015-39,2015-09-28
Missouri,2015,40,1.11897,87,17,7775,2015-40,2015-10-05
Missouri,2015,41,1.26363,102,16,8072,2015-41,2015-10-12
Missouri,2015,42,1.60311,132,18,8234,2015-42,2015-10-19
Missouri,2015,43,1.13927,98,20,8602,2015-43,2015-10-26
Missouri,2015,44,1.44876,122,19,8421,2015-44,2015-11-02
Missouri,2015,45,1.6603,139,20,8372,2015-45,2015-11-09
Missouri,2015,46,1.18776,99,20,8335,2015-46,2015-11-16
Missouri,2015,47,1.86682,97,18,5196,2015-47,2015-11-23
Missouri,2015,48,1.20617,97,20,8042,2015-48,2015-11-30
Missouri,2015,49,1.16959,90,19,7695,2015-49,2015-12-07
Missouri,2015,50,1.75389,125,20,7127,2015-50,2015-12-14
Missouri,2015,51,2.03742,98,19,4810,2015-51,2015-12-21
Missouri,2015,52,2.02099,104,20,5146,2015-52,2015-12-28
Missouri,2016,1,1.91673,122,20,6365,2016-1,2016-01-04
Missouri,2016,2,1.59607,104,20,6516,2016-2,2016-01-11
Missouri,2016,3,1.82839,127,21,6946,2016-3,2016-01-18
Missouri,2016,4,1.60151,136,22,8492,2016-4,2016-01-25
Missouri,2016,5,1.37948,110,19,7974,2016-5,2016-02-01
Missouri,2016,6,2.1764,171,21,7857,2016-6,2016-02-08
Missouri,2016,7,2.2293,182,20,8164,2016-7,2016-02-15
Missouri,2016,8,2.0909,190,21,9087,2016-8,2016-02-22
Missouri,2016,9,2.83647,247,21,8708,2016-9,2016-02-29
Missouri,2016,10,3.06748,260,21,8476,2016-10,2016-03-07
Missouri,2016,11,2.6461,211,19,7974,2016-11,2016-03-14
Missouri,2016,12,2.86005,225,19,7867,2016-12,2016-03-21
Missouri,2016,13,2.94644,214,19,7263,2016-13,2016-03-28
Missouri,2016,14,1.91642,155,19,8088,2016-14,2016-04-04
Missouri,2016,15,1.7713,147,20,8299,2016-15,2016-04-11
Missouri,2016,16,1.71316,148,20,8639,2016-16,2016-04-18
Missouri,2016,17,1.48666,117,21,7870,2016-17,2016-04-25
Missouri,2016,18,1.30981,98,20,7482,2016-18,2016-05-02
Missouri,2016,19,1.15217,82,18,7117,2016-19,2016-05-09
Missouri,2016,20,0.886672,32,19,3609,2016-20,2016-05-16
Missouri,2016,21,0.313199,7,13,2235,2016-21,2016-05-23
Missouri,2016,22,0.53357,12,16,2249,2016-22,2016-05-30
Missouri,2016,23,0.918964,22,16,2394,2016-23,2016-06-06
Missouri,2016,24,0.486224,12,16,2468,2016-24,2016-06-13
Missouri,2016,25,0.416493,10,16,2401,2016-25,2016-06-20
Missouri,2016,26,0.388098,9,16,2319,2016-26,2016-06-27
Missouri,2016,27,0.631769,14,16,2216,2016-27,2016-07-04
Missouri,2016,28,0.443459,10,16,2255,2016-28,2016-07-11
Missouri,2016,29,0.285714,7,16,2450,2016-29,2016-07-18
Missouri,2016,30,0.519031,12,16,2312,2016-30,2016-07-25
Missouri,2016,31,0.271739,6,15,2208,2016-31,2016-08-01
Missouri,2016,32,0.483481,12,16,2482,2016-32,2016-08-08
Missouri,2016,33,0.170648,5,16,2930,2016-33,2016-08-15
Missouri,2016,34,0.29932,11,17,3675,2016-34,2016-08-22
Missouri,2016,35,0.425773,15,17,3523,2016-35,2016-08-29
Missouri,2016,36,0.739056,26,17,3518,2016-36,2016-09-05
Missouri,2016,37,0.405268,16,17,3948,2016-37,2016-09-12
Missouri,2016,38,0.551615,21,16,3807,2016-38,2016-09-19
Missouri,2016,39,0.305499,12,17,3928,2016-39,2016-09-26
Missouri,2016,40,0.809969,65,19,8025,2016-40,2016-10-03
Missouri,2016,41,1.05737,87,20,8228,2016-41,2016-10-10
Missouri,2016,42,1.03819,84,19,8091,2016-42,2016-10-17
Missouri,2016,43,1.11033,95,20,8556,2016-43,2016-10-24
Missouri,2016,44,1.38921,120,20,8638,2016-44,2016-10-31
Missouri,2016,45,1.25032,99,20,7918,2016-45,2016-11-07
Missouri,2016,46,1.40548,120,21,8538,2016-46,2016-11-14
Missouri,2016,47,1.84358,99,20,5370,2016-47,2016-11-21
Missouri,2016,48,1.87003,141,20,7540,2016-48,2016-11-28
Missouri,2016,49,1.66839,113,19,6773,2016-49,2016-12-05
Missouri,2016,50,1.85009,136,20,7351,2016-50,2016-12-12
Missouri,2016,51,2.28994,127,19,5546,2016-51,2016-12-19
Missouri,2016,52,4.06755,224,20,5507,2016-52,2016-12-26
Missouri,2017,1,4.43428,252,20,5683,2017-1,2017-01-02
Missouri,2017,2,3.60914,229,20,6345,2017-2,2017-01-09
Missouri,2017,3,3.74388,283,19,7559,2017-3,2017-01-16
Missouri,2017,4,5.67474,410,18,7225,2017-4,2017-01-23
Missouri,2017,5,6.49829,476,18,7325,2017-5,2017-01-30
Missouri,2017,6,6.74594,556,18,8242,2017-6,2017-02-06
Missouri,2017,7,5.01464,411,18,8196,2017-7,2017-02-13
Missouri,2017,8,4.40847,354,19,8030,2017-8,2017-02-20
Missouri,2017,9,3.08846,243,19,7868,2017-9,2017-02-27
Missouri,2017,10,3.1356,231,16,7367,2017-10,2017-03-06
Missouri,2017,11,2.52691,169,18,6688,2017-11,2017-03-13
Missouri,2017,12,2.01827,137,16,6788,2017-12,2017-03-20
Missouri,2017,13,2.20751,140,16,6342,2017-13,2017-03-27
Missouri,2017,14,1.60621,120,17,7471,2017-14,2017-04-03
Missouri,2017,15,1.28613,93,16,7231,2017-15,2017-04-10
Missouri,2017,16,1.15415,87,17,7538,2017-16,2017-04-17
Missouri,2017,17,1.03435,78,17,7541,2017-17,2017-04-24
Missouri,2017,18,1.07771,76,18,7052,2017-18,2017-05-01
Missouri,2017,19,0.407643,16,16,3925,2017-19,2017-05-08
Missouri,2017,20,0.345261,11,15,3186,2017-20,2017-05-15
Missouri,2017,21,0.18797,5,14,2660,2017-21,2017-05-22
Missouri,2017,22,0.0851064,2,15,2350,2017-22,2017-05-29
Missouri,2017,23,0.067714,5,15,7384,2017-23,2017-06-05
Missouri,2017,24,0.167785,4,13,2384,2017-24,2017-06-12
Missouri,2017,25,0.0418235,1,14,2391,2017-25,2017-06-19
Missouri,2017,26,0.15534,4,15,2575,2017-26,2017-06-26
Missouri,2017,27,0.0955566,2,15,2093,2017-27,2017-07-03
Missouri,2017,28,0.0381825,1,14,2619,2017-28,2017-07-10
Missouri,2017,29,0.0416667,1,15,2400,2017-29,2017-07-17
Missouri,2017,30,0.10005,2,15,1999,2017-30,2017-07-24
Missouri,2017,31,0.0507614,1,16,1970,2017-31,2017-07-31
Missouri,2017,32,0,0,14,2249,2017-32,2017-08-07
Missouri,2017,33,0.0850702,2,15,2351,2017-33,2017-08-14
Missouri,2017,34,0.0951173,3,16,3154,2017-34,2017-08-21
Missouri,2017,35,0.0928505,3,16,3231,2017-35,2017-08-28
Missouri,2017,36,0.387597,12,16,3096,2017-36,2017-09-04
Missouri,2017,37,0.494777,18,16,3638,2017-37,2017-09-11
Missouri,2017,38,0.614182,22,16,3582,2017-38,2017-09-18
Missouri,2017,39,0.769003,26,15,3381,2017-39,2017-09-25
Missouri,2017,40,0.445236,20,18,4492,2017-40,2017-10-02
Missouri,2017,41,0.523918,23,20,4390,2017-41,2017-10-09
Missouri,2017,42,0.779459,34,19,4362,2017-42,2017-10-16
Missouri,2017,43,0.877785,39,18,4443,2017-43,2017-10-23
Missouri,2017,44,1.1684,92,21,7874,2017-44,2017-10-30
Missouri,2017,45,0.99566,78,21,7834,2017-45,2017-11-06
Missouri,2017,46,1.26502,100,21,7905,2017-46,2017-11-13
Missouri,2017,47,1.39695,77,21,5512,2017-47,2017-11-20
Missouri,2017,48,1.42461,72,19,5054,2017-48,2017-11-27
Missouri,2017,49,2.27393,172,21,7564,2017-49,2017-12-04
Missouri,2017,50,2.78846,203,20,7280,2017-50,2017-12-11
Missouri,2017,51,4.90646,278,18,5666,2017-51,2017-12-18
Missouri,2017,52,9.33202,190,19,2036,2017-52,2017-12-25
Missouri,2018,1,10.7473,256,17,2382,2018-1,2018-01-08
Missouri,2018,2,8.80156,271,17,3079,2018-2,2018-01-15
Missouri,2018,3,11.2224,448,18,3992,2018-3,2018-01-22
Missouri,2018,4,11.2948,485,16,4294,2018-4,2018-01-29
Missouri,2018,5,10.8575,842,17,7755,2018-5,2018-02-05
Missouri,2018,6,10.0327,645,17,6429,2018-6,2018-02-12
Missouri,2018,7,8.78563,675,18,7683,2018-7,2018-02-19
Missouri,2018,8,5.42488,369,17,6802,2018-8,2018-02-26
Missouri,2018,9,3.59994,239,16,6639,2018-9,2018-03-05
Missouri,2018,10,3.0777,122,16,3964,2018-10,2018-03-12
Missouri,2018,11,1.53288,38,16,2479,2018-11,2018-03-19
Missouri,2018,12,2.99841,94,14,3135,2018-12,2018-03-26
Missouri,2018,13,1.58151,39,15,2466,2018-13,2018-04-02
Missouri,2018,14,1.60209,43,13,2684,2018-14,2018-04-09
Missouri,2018,15,1.37854,37,14,2684,2018-15,2018-04-16
Missouri,2018,16,0.728528,19,14,2608,2018-16,2018-04-23
Missouri,2018,17,0.964912,22,13,2280,2018-17,2018-04-30
Missouri,2018,18,0.175747,3,12,1707,2018-18,2018-05-07
Missouri,2018,19,0.381497,8,13,2097,2018-19,2018-05-14
Missouri,2018,20,0.41791,7,11,1675,2018-20,2018-05-21
Montana,2010,40,0.0371195,1,7,2694,2010-40,2010-10-04
Montana,2010,41,0.180963,5,7,2763,2010-41,2010-10-11
Montana,2010,42,0.185874,5,7,2690,2010-42,2010-10-18
Montana,2010,43,0.0363901,1,7,2748,2010-43,2010-10-25
Montana,2010,44,0.0405186,1,7,2468,2010-44,2010-11-01
Montana,2010,45,0.243902,6,6,2460,2010-45,2010-11-08
Montana,2010,46,0.10993,3,6,2729,2010-46,2010-11-15
Montana,2010,47,0.537057,10,6,1862,2010-47,2010-11-22
Montana,2010,48,0.0380518,1,6,2628,2010-48,2010-11-29
Montana,2010,49,0.0359454,1,6,2782,2010-49,2010-12-06
Montana,2010,50,0.0772798,2,6,2588,2010-50,2010-12-13
Montana,2010,51,0.062422,1,6,1602,2010-51,2010-12-20
Montana,2010,52,0.234926,3,5,1277,2010-52,2010-12-27
Montana,2011,1,0,0,6,2164,2011-1,2011-01-03
Montana,2011,2,0.221926,5,6,2253,2011-2,2011-01-10
Montana,2011,3,0.251004,5,5,1992,2011-3,2011-01-17
Montana,2011,4,0.207828,6,6,2887,2011-4,2011-01-24
Montana,2011,5,0.836972,23,6,2748,2011-5,2011-01-31
Montana,2011,6,0.355114,10,6,2816,2011-6,2011-02-07
Montana,2011,7,0.701262,20,6,2852,2011-7,2011-02-14
Montana,2011,8,1.10193,28,6,2541,2011-8,2011-02-21
Montana,2011,9,1.11654,32,6,2866,2011-9,2011-02-28
Montana,2011,10,0.801165,22,6,2746,2011-10,2011-03-07
Montana,2011,11,0.815376,28,6,3434,2011-11,2011-03-14
Montana,2011,12,0.835189,30,6,3592,2011-12,2011-03-21
Montana,2011,13,0.4662,14,5,3003,2011-13,2011-03-28
Montana,2011,14,0.27933,6,5,2148,2011-14,2011-04-04
Montana,2011,15,0.235018,8,6,3404,2011-15,2011-04-11
Montana,2011,16,0.0297885,1,6,3357,2011-16,2011-04-18
Montana,2011,17,0,0,6,3262,2011-17,2011-04-25
Montana,2011,18,0,0,6,3191,2011-18,2011-05-02
Montana,2011,19,0,0,6,3023,2011-19,2011-05-09
Montana,2011,20,0,0,4,1696,2011-20,2011-05-16
Montana,2011,21,0,0,5,2497,2011-21,2011-05-23
Montana,2011,22,0,0,5,1779,2011-22,2011-05-30
Montana,2011,23,0,0,4,1220,2011-23,2011-06-06
Montana,2011,24,0,0,3,1472,2011-24,2011-06-13
Montana,2011,25,0,0,4,1198,2011-25,2011-06-20
Montana,2011,26,0,0,4,1692,2011-26,2011-06-27
Montana,2011,27,0,0,4,1470,2011-27,2011-07-04
Montana,2011,28,0,0,4,1649,2011-28,2011-07-11
Montana,2011,29,0,0,4,1158,2011-29,2011-07-18
Montana,2011,30,0,0,5,1406,2011-30,2011-07-25
Montana,2011,31,0,0,5,1241,2011-31,2011-08-01
Montana,2011,32,0,0,5,1330,2011-32,2011-08-08
Montana,2011,33,0,0,5,1392,2011-33,2011-08-15
Montana,2011,34,0,0,5,2168,2011-34,2011-08-22
Montana,2011,35,0,0,5,1991,2011-35,2011-08-29
Montana,2011,36,0,0,4,1517,2011-36,2011-09-05
Montana,2011,37,0,0,5,2049,2011-37,2011-09-12
Montana,2011,38,0.0530223,1,5,1886,2011-38,2011-09-19
Montana,2011,39,0,0,4,1668,2011-39,2011-09-26
Montana,2011,40,0,0,7,2331,2011-40,2011-10-03
Montana,2011,41,0.0907853,2,7,2203,2011-41,2011-10-10
Montana,2011,42,0.039604,1,7,2525,2011-42,2011-10-17
Montana,2011,43,0.15949,4,7,2508,2011-43,2011-10-24
Montana,2011,44,0.177148,4,7,2258,2011-44,2011-10-31
Montana,2011,45,0,0,7,2209,2011-45,2011-11-07
Montana,2011,46,0.120289,3,7,2494,2011-46,2011-11-14
Montana,2011,47,0.45425,7,7,1541,2011-47,2011-11-21
Montana,2011,48,0.294985,7,7,2373,2011-48,2011-11-28
Montana,2011,49,0.174749,4,7,2289,2011-49,2011-12-05
Montana,2011,50,0.129814,3,7,2311,2011-50,2011-12-12
Montana,2011,51,0.19305,3,7,1554,2011-51,2011-12-19
Montana,2011,52,0.165837,2,7,1206,2011-52,2011-12-26
Montana,2012,1,0.120555,2,7,1659,2012-1,2012-01-02
Montana,2012,2,0.201918,4,7,1981,2012-2,2012-01-09
Montana,2012,3,0.180397,3,7,1663,2012-3,2012-01-16
Montana,2012,4,0.171453,4,7,2333,2012-4,2012-01-23
Montana,2012,5,0.247117,6,7,2428,2012-5,2012-01-30
Montana,2012,6,0.27933,7,7,2506,2012-6,2012-02-06
Montana,2012,7,0.211238,5,7,2367,2012-7,2012-02-13
Montana,2012,8,0.741084,16,7,2159,2012-8,2012-02-20
Montana,2012,9,0.46875,12,7,2560,2012-9,2012-02-27
Montana,2012,10,0.845899,23,7,2719,2012-10,2012-03-05
Montana,2012,11,1.17335,31,7,2642,2012-11,2012-03-12
Montana,2012,12,0.744806,19,7,2551,2012-12,2012-03-19
Montana,2012,13,0.15674,4,7,2552,2012-13,2012-03-26
Montana,2012,14,0.185759,3,7,1615,2012-14,2012-04-02
Montana,2012,15,0.394737,9,6,2280,2012-15,2012-04-09
Montana,2012,16,0.0821693,2,6,2434,2012-16,2012-04-16
Montana,2012,17,0.401768,10,7,2489,2012-17,2012-04-23
Montana,2012,18,0,0,6,2542,2012-18,2012-04-30
Montana,2012,19,0.119522,3,7,2510,2012-19,2012-05-07
Montana,2012,20,0,0,7,1754,2012-20,2012-05-14
Montana,2012,21,0,0,6,1974,2012-21,2012-05-21
Montana,2012,22,0,0,6,1042,2012-22,2012-05-28
Montana,2012,23,0,0,5,1182,2012-23,2012-06-04
Montana,2012,24,0,0,6,1286,2012-24,2012-06-11
Montana,2012,25,0,0,5,1227,2012-25,2012-06-18
Montana,2012,26,0,0,6,1215,2012-26,2012-06-25
Montana,2012,27,0,0,4,929,2012-27,2012-07-02
Montana,2012,28,0,0,5,1301,2012-28,2012-07-09
Montana,2012,29,0,0,5,1280,2012-29,2012-07-16
Montana,2012,30,0,0,5,1377,2012-30,2012-07-23
Montana,2012,31,0,0,5,1254,2012-31,2012-07-30
Montana,2012,32,0,0,5,1184,2012-32,2012-08-06
Montana,2012,33,0,0,5,1269,2012-33,2012-08-13
Montana,2012,34,0,0,4,1547,2012-34,2012-08-20
Montana,2012,35,0,0,5,1917,2012-35,2012-08-27
Montana,2012,36,0,0,5,1691,2012-36,2012-09-03
Montana,2012,37,0,0,5,1983,2012-37,2012-09-10
Montana,2012,38,0,0,5,1919,2012-38,2012-09-17
Montana,2012,39,0,0,4,1875,2012-39,2012-09-24
Montana,2012,40,0.170474,5,10,2933,2012-40,2012-10-01
Montana,2012,41,0.148976,4,10,2685,2012-41,2012-10-08
Montana,2012,42,0.17325,5,10,2886,2012-42,2012-10-15
Montana,2012,43,0.0769231,2,8,2600,2012-43,2012-10-22
Montana,2012,44,0.188182,5,9,2657,2012-44,2012-10-29
Montana,2012,45,0.120822,3,9,2483,2012-45,2012-11-05
Montana,2012,46,0.15829,4,9,2527,2012-46,2012-11-12
Montana,2012,47,0.426743,9,9,2109,2012-47,2012-11-19
Montana,2012,48,0.101317,3,9,2961,2012-48,2012-11-26
Montana,2012,49,0.186986,5,8,2674,2012-49,2012-12-03
Montana,2012,50,0.18315,5,7,2730,2012-50,2012-12-10
Montana,2012,51,1.22505,27,7,2204,2012-51,2012-12-17
Montana,2012,52,0.631136,9,8,1426,2012-52,2012-12-24
Montana,2013,1,1.06045,20,8,1886,2013-1,2013-01-07
Montana,2013,2,1.05949,26,8,2454,2013-2,2013-01-14
Montana,2013,3,1.3905,36,9,2589,2013-3,2013-01-21
Montana,2013,4,1.22777,29,9,2362,2013-4,2013-01-28
Montana,2013,5,1.32319,40,9,3023,2013-5,2013-02-04
Montana,2013,6,0.956938,26,7,2717,2013-6,2013-02-11
Montana,2013,7,0.2886,8,8,2772,2013-7,2013-02-18
Montana,2013,8,1.03766,27,8,2602,2013-8,2013-02-25
Montana,2013,9,0.837277,23,7,2747,2013-9,2013-03-04
Montana,2013,10,0.778066,21,7,2699,2013-10,2013-03-11
Montana,2013,11,1.38462,36,7,2600,2013-11,2013-03-18
Montana,2013,12,0.389656,11,8,2823,2013-12,2013-03-25
Montana,2013,13,0.580998,17,9,2926,2013-13,2013-04-01
Montana,2013,14,0.155925,3,7,1924,2013-14,2013-04-08
Montana,2013,15,0.21606,6,8,2777,2013-15,2013-04-15
Montana,2013,16,0.0362056,1,8,2762,2013-16,2013-04-22
Montana,2013,17,0.177054,5,8,2824,2013-17,2013-04-29
Montana,2013,18,0,0,7,2525,2013-18,2013-05-06
Montana,2013,19,0,0,6,2547,2013-19,2013-05-13
Montana,2013,20,0.0412541,1,6,2424,2013-20,2013-05-20
Montana,2013,21,0.110011,2,6,1818,2013-21,2013-05-27
Montana,2013,22,0,0,6,1586,2013-22,2013-06-03
