REGION,YEAR,WEEK,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,YEARWEEK,PRETTYDATE
Alabama,2010,40,2.13477,249,35,11664,2010-40,2010-10-04
Alabama,2010,41,2.05999,239,31,11602,2010-41,2010-10-11
Alabama,2010,42,1.94224,232,33,11945,2010-42,2010-10-18
Alabama,2010,43,2.2765,274,36,12036,2010-43,2010-10-25
Alabama,2010,44,2.83371,342,35,12069,2010-44,2010-11-01
Alabama,2010,45,3.46224,419,34,12102,2010-45,2010-11-08
Alabama,2010,46,3.53248,434,33,12286,2010-46,2010-11-15
Alabama,2010,47,4.27655,360,33,8418,2010-47,2010-11-22
Alabama,2010,48,4.44043,467,35,10517,2010-48,2010-11-29
Alabama,2010,49,5.81097,656,37,11289,2010-49,2010-12-06
Alabama,2010,50,10.4359,1245,36,11930,2010-50,2010-12-13
Alabama,2010,51,13.0878,1297,36,9910,2010-51,2010-12-20
Alabama,2010,52,11.6592,1274,38,10927,2010-52,2010-12-27
Alabama,2011,1,9.73755,1191,37,12231,2011-1,2011-01-03
Alabama,2011,2,11.944,1195,38,10005,2011-2,2011-01-10
Alabama,2011,3,13.1063,1624,38,12391,2011-3,2011-01-17
Alabama,2011,4,14.7376,1938,39,13150,2011-4,2011-01-24
Alabama,2011,5,12.5984,1504,36,11938,2011-5,2011-01-31
Alabama,2011,6,11.5078,1586,38,13782,2011-6,2011-02-07
Alabama,2011,7,11.9696,1450,35,12114,2011-7,2011-02-14
Alabama,2011,8,9.67196,1200,33,12407,2011-8,2011-02-21
Alabama,2011,9,6.80203,737,32,10835,2011-9,2011-02-28
Alabama,2011,10,5.82572,593,30,10179,2011-10,2011-03-07
Alabama,2011,11,4.04606,390,29,9639,2011-11,2011-03-14
Alabama,2011,12,3.43834,334,29,9714,2011-12,2011-03-21
Alabama,2011,13,3.17374,291,28,9169,2011-13,2011-03-28
Alabama,2011,14,2.74659,252,27,9175,2011-14,2011-04-04
Alabama,2011,15,2.67592,189,24,7063,2011-15,2011-04-11
Alabama,2011,16,2.76866,194,24,7007,2011-16,2011-04-18
Alabama,2011,17,3.28311,207,23,6305,2011-17,2011-04-25
Alabama,2011,18,3.00455,198,21,6590,2011-18,2011-05-02
Alabama,2011,19,2.64628,180,22,6802,2011-19,2011-05-09
Alabama,2011,20,2.46441,161,21,6533,2011-20,2011-05-16
Alabama,2011,21,2.72831,167,21,6121,2011-21,2011-05-23
Alabama,2011,22,2.54511,134,19,5265,2011-22,2011-05-30
Alabama,2011,23,2.38925,144,19,6027,2011-23,2011-06-06
Alabama,2011,24,2.51859,149,19,5916,2011-24,2011-06-13
Alabama,2011,25,1.79372,96,18,5352,2011-25,2011-06-20
Alabama,2011,26,2.36038,112,17,4745,2011-26,2011-06-27
Alabama,2011,27,1.84216,88,17,4777,2011-27,2011-07-04
Alabama,2011,28,1.88256,109,17,5790,2011-28,2011-07-11
Alabama,2011,29,1.3618,74,16,5434,2011-29,2011-07-18
Alabama,2011,30,1.3122,77,17,5868,2011-30,2011-07-25
Alabama,2011,31,0.340219,14,14,4115,2011-31,2011-08-01
Alabama,2011,32,1.79206,111,18,6194,2011-32,2011-08-08
Alabama,2011,33,2.1645,130,18,6006,2011-33,2011-08-15
Alabama,2011,34,2.3037,142,17,6164,2011-34,2011-08-22
Alabama,2011,35,2.34438,145,16,6185,2011-35,2011-08-29
Alabama,2011,36,3.44828,181,17,5249,2011-36,2011-09-05
Alabama,2011,37,3.55951,224,18,6293,2011-37,2011-09-12
Alabama,2011,38,3.38738,234,21,6908,2011-38,2011-09-19
Alabama,2011,39,3.46445,229,19,6610,2011-39,2011-09-26
Alabama,2011,40,2.49486,267,28,10702,2011-40,2011-10-03
Alabama,2011,41,2.82808,317,29,11209,2011-41,2011-10-10
Alabama,2011,42,3.4254,315,26,9196,2011-42,2011-10-17
Alabama,2011,43,3.83396,387,28,10094,2011-43,2011-10-24
Alabama,2011,44,3.79415,362,27,9541,2011-44,2011-10-31
Alabama,2011,45,4.19269,396,28,9445,2011-45,2011-11-07
Alabama,2011,46,3.28321,286,26,8711,2011-46,2011-11-14
Alabama,2011,47,4.25935,337,27,7912,2011-47,2011-11-21
Alabama,2011,48,3.32254,318,28,9571,2011-48,2011-11-28
Alabama,2011,49,4.55241,387,25,8501,2011-49,2011-12-05
Alabama,2011,50,4.85437,425,28,8755,2011-50,2011-12-12
Alabama,2011,51,5.43074,394,26,7255,2011-51,2011-12-19
Alabama,2011,52,5.80195,416,26,7170,2011-52,2011-12-26
Alabama,2012,1,4.61064,389,28,8437,2012-1,2012-01-02
Alabama,2012,2,4.90335,449,26,9157,2012-2,2012-01-09
Alabama,2012,3,5.7911,545,27,9411,2012-3,2012-01-16
Alabama,2012,4,6.26227,606,27,9677,2012-4,2012-01-23
Alabama,2012,5,6.59096,650,27,9862,2012-5,2012-01-30
Alabama,2012,6,6.43108,697,28,10838,2012-6,2012-02-06
Alabama,2012,7,6.75035,726,28,10755,2012-7,2012-02-13
Alabama,2012,8,6.07355,654,27,10768,2012-8,2012-02-20
Alabama,2012,9,6.24526,577,27,9239,2012-9,2012-02-27
Alabama,2012,10,6.25613,574,26,9175,2012-10,2012-03-05
Alabama,2012,11,5.94763,552,25,9281,2012-11,2012-03-12
Alabama,2012,12,4.58877,366,24,7976,2012-12,2012-03-19
Alabama,2012,13,4.43559,334,25,7530,2012-13,2012-03-26
Alabama,2012,14,3.89306,316,25,8117,2012-14,2012-04-02
Alabama,2012,15,3.75332,297,25,7913,2012-15,2012-04-09
Alabama,2012,16,4.34298,351,24,8082,2012-16,2012-04-16
Alabama,2012,17,4.44388,350,22,7876,2012-17,2012-04-23
Alabama,2012,18,4.74534,341,20,7186,2012-18,2012-04-30
Alabama,2012,19,4.27042,331,21,7751,2012-19,2012-05-07
Alabama,2012,20,5.21549,357,20,6845,2012-20,2012-05-14
Alabama,2012,21,3.83966,250,19,6511,2012-21,2012-05-21
Alabama,2012,22,4.1884,257,19,6136,2012-22,2012-05-28
Alabama,2012,23,4.56501,244,17,5345,2012-23,2012-06-04
Alabama,2012,24,3.64437,207,18,5680,2012-24,2012-06-11
Alabama,2012,25,1.05795,44,17,4159,2012-25,2012-06-18
Alabama,2012,26,3.61162,199,17,5510,2012-26,2012-06-25
Alabama,2012,27,3.61815,177,17,4892,2012-27,2012-07-02
Alabama,2012,28,3.42731,186,17,5427,2012-28,2012-07-09
Alabama,2012,29,3.02515,160,16,5289,2012-29,2012-07-16
Alabama,2012,30,3.19846,166,16,5190,2012-30,2012-07-23
Alabama,2012,31,3.32887,174,16,5227,2012-31,2012-07-30
Alabama,2012,32,2.69509,153,16,5677,2012-32,2012-08-06
Alabama,2012,33,3.37965,197,15,5829,2012-33,2012-08-13
Alabama,2012,34,4.09013,216,15,5281,2012-34,2012-08-20
Alabama,2012,35,4.86064,286,15,5884,2012-35,2012-08-27
Alabama,2012,36,4.8832700000000004,274,16,5611,2012-36,2012-09-03
Alabama,2012,37,5.23432,277,15,5292,2012-37,2012-09-10
Alabama,2012,38,4.4622,268,16,6006,2012-38,2012-09-17
Alabama,2012,39,4.94924,312,18,6304,2012-39,2012-09-24
Alabama,2012,40,1.49404,238,39,15930,2012-40,2012-10-01
Alabama,2012,41,1.98826,288,34,14485,2012-41,2012-10-08
Alabama,2012,42,1.70858,265,35,15510,2012-42,2012-10-15
Alabama,2012,43,1.564,261,36,16688,2012-43,2012-10-22
Alabama,2012,44,1.71254,275,35,16058,2012-44,2012-10-29
Alabama,2012,45,2.11597,335,34,15832,2012-45,2012-11-05
Alabama,2012,46,3.00274,482,35,16052,2012-46,2012-11-12
Alabama,2012,47,5.24099,647,33,12345,2012-47,2012-11-19
Alabama,2012,48,5.29602,916,35,17296,2012-48,2012-11-26
Alabama,2012,49,8.76414,1480,33,16887,2012-49,2012-12-03
Alabama,2012,50,9.77209,1595,32,16322,2012-50,2012-12-10
Alabama,2012,51,10.3316,1508,29,14596,2012-51,2012-12-17
Alabama,2012,52,12.1174,1263,29,10423,2012-52,2012-12-24
Alabama,2013,1,7.66104,867,29,11317,2013-1,2013-01-07
Alabama,2013,2,7.4161,1074,29,14482,2013-2,2013-01-14
Alabama,2013,3,5.90845,799,29,13523,2013-3,2013-01-21
Alabama,2013,4,4.76343,593,26,12449,2013-4,2013-01-28
Alabama,2013,5,4.46756,597,28,13363,2013-5,2013-02-04
Alabama,2013,6,3.86127,511,26,13234,2013-6,2013-02-11
Alabama,2013,7,4.12844,531,28,12862,2013-7,2013-02-18
Alabama,2013,8,3.0586,393,27,12849,2013-8,2013-02-25
Alabama,2013,9,3.39632,408,25,12013,2013-9,2013-03-04
Alabama,2013,10,3.19473,398,25,12458,2013-10,2013-03-11
Alabama,2013,11,3.33361,397,23,11909,2013-11,2013-03-18
Alabama,2013,12,3.89456,427,25,10964,2013-12,2013-03-25
Alabama,2013,13,2.08523,229,24,10982,2013-13,2013-04-01
Alabama,2013,14,1.90824,225,24,11791,2013-14,2013-04-08
Alabama,2013,15,1.19202,129,21,10822,2013-15,2013-04-15
Alabama,2013,16,1.10686,110,20,9938,2013-16,2013-04-22
Alabama,2013,17,0.660815,67,19,10139,2013-17,2013-04-29
Alabama,2013,18,0.739447,72,20,9737,2013-18,2013-05-06
Alabama,2013,19,0.677577,65,20,9593,2013-19,2013-05-13
Alabama,2013,20,0.597222,43,18,7200,2013-20,2013-05-20
Alabama,2013,21,0.803646,67,19,8337,2013-21,2013-05-27
Alabama,2013,22,0.522759,41,19,7843,2013-22,2013-06-03
Alabama,2013,23,0.382433,31,18,8106,2013-23,2013-06-10
Alabama,2013,24,0.42735,34,17,7956,2013-24,2013-06-17
Alabama,2013,25,0.598395,44,17,7353,2013-25,2013-06-24
Alabama,2013,26,0.396983,30,18,7557,2013-26,2013-07-01
Alabama,2013,27,0.228945,14,17,6115,2013-27,2013-07-08
Alabama,2013,28,0.246689,19,18,7702,2013-28,2013-07-15
Alabama,2013,29,0.285963,23,18,8043,2013-29,2013-07-22
Alabama,2013,30,0.401091,25,16,6233,2013-30,2013-07-29
Alabama,2013,31,0.416287,32,16,7687,2013-31,2013-08-05
Alabama,2013,32,0.318121,26,18,8173,2013-32,2013-08-12
Alabama,2013,33,0.307495,24,15,7805,2013-33,2013-08-19
Alabama,2013,34,0.420382,33,16,7850,2013-34,2013-08-26
Alabama,2013,35,0.449848,37,16,8225,2013-35,2013-09-02
Alabama,2013,36,0.794538,64,17,8055,2013-36,2013-09-09
Alabama,2013,37,0.73914,65,17,8794,2013-37,2013-09-16
Alabama,2013,38,0.665083,56,16,8420,2013-38,2013-09-23
Alabama,2013,39,1.55075,132,17,8512,2013-39,2013-09-30
Alabama,2013,40,1.59044,201,27,12638,2013-40,2013-10-07
Alabama,2013,41,1.71352,217,29,12664,2013-41,2013-10-14
Alabama,2013,42,1.58193,243,30,15361,2013-42,2013-10-21
Alabama,2013,43,3.05901,452,30,14776,2013-43,2013-10-28
Alabama,2013,44,2.89768,435,31,15012,2013-44,2013-11-04
Alabama,2013,45,3.31035,509,32,15376,2013-45,2013-11-11
Alabama,2013,46,3.30741,506,32,15299,2013-46,2013-11-18
Alabama,2013,47,3.76957,585,32,15519,2013-47,2013-11-25
Alabama,2013,48,3.86408,398,31,10300,2013-48,2013-12-02
Alabama,2013,49,5.90269,939,32,15908,2013-49,2013-12-09
Alabama,2013,50,6.3419,854,30,13466,2013-50,2013-12-16
Alabama,2013,51,7.01148,892,30,12722,2013-51,2013-12-23
Alabama,2013,52,7.46047,755,28,10120,2013-52,2013-12-30
Alabama,2014,1,6.91366,808,29,11687,2014-1,2014-01-06
Alabama,2014,2,5.12425,598,29,11670,2014-2,2014-01-13
Alabama,2014,3,4.12286,451,27,10939,2014-3,2014-01-20
Alabama,2014,4,4.90589,576,29,11741,2014-4,2014-01-27
Alabama,2014,5,4.19172,467,29,11141,2014-5,2014-02-03
Alabama,2014,6,3.62115,437,28,12068,2014-6,2014-02-10
Alabama,2014,7,3.06381,230,24,7507,2014-7,2014-02-17
Alabama,2014,8,1.96498,239,27,12163,2014-8,2014-02-24
Alabama,2014,9,2.17243,223,25,10265,2014-9,2014-03-03
Alabama,2014,10,1.99863,204,24,10207,2014-10,2014-03-10
Alabama,2014,11,1.75817,163,23,9271,2014-11,2014-03-17
Alabama,2014,12,1.44337,131,24,9076,2014-12,2014-03-24
Alabama,2014,13,1.40019,105,24,7499,2014-13,2014-03-31
Alabama,2014,14,0.983607,81,21,8235,2014-14,2014-04-07
Alabama,2014,15,0.993455,85,22,8556,2014-15,2014-04-14
Alabama,2014,16,1.3658,115,22,8420,2014-16,2014-04-21
Alabama,2014,17,1.56836,138,22,8799,2014-17,2014-04-28
Alabama,2014,18,1.35659,105,20,7740,2014-18,2014-05-05
Alabama,2014,19,1.45459,119,19,8181,2014-19,2014-05-12
Alabama,2014,20,1.52174,119,19,7820,2014-20,2014-05-19
Alabama,2014,21,1.48944,115,19,7721,2014-21,2014-05-26
Alabama,2014,22,1.12015,73,18,6517,2014-22,2014-06-02
Alabama,2014,23,1.26949,92,16,7247,2014-23,2014-06-09
Alabama,2014,24,1.31662,83,15,6304,2014-24,2014-06-16
Alabama,2014,25,0.935829,56,17,5984,2014-25,2014-06-23
Alabama,2014,26,0.923861,58,17,6278,2014-26,2014-06-30
Alabama,2014,27,0.907477,46,17,5069,2014-27,2014-07-07
Alabama,2014,28,0.728079,46,17,6318,2014-28,2014-07-14
Alabama,2014,29,0.758799,47,16,6194,2014-29,2014-07-21
Alabama,2014,30,0.881921,54,17,6123,2014-30,2014-07-28
Alabama,2014,31,0.648324,41,17,6324,2014-31,2014-08-04
Alabama,2014,32,1.0201,68,17,6666,2014-32,2014-08-11
Alabama,2014,33,1.28946,87,17,6747,2014-33,2014-08-18
Alabama,2014,34,1.56935,111,17,7073,2014-34,2014-08-25
Alabama,2014,35,1.71348,122,16,7120,2014-35,2014-09-01
Alabama,2014,36,1.81736,120,17,6603,2014-36,2014-09-08
Alabama,2014,37,1.75595,118,15,6720,2014-37,2014-09-15
Alabama,2014,38,2.12647,152,17,7148,2014-38,2014-09-22
Alabama,2014,39,2.04542,136,15,6649,2014-39,2014-09-29
Alabama,2014,40,1.73174,220,26,12704,2014-40,2014-10-06
Alabama,2014,41,2.06627,270,27,13067,2014-41,2014-10-13
Alabama,2014,42,1.73504,214,28,12334,2014-42,2014-10-20
Alabama,2014,43,1.8387,246,28,13379,2014-43,2014-10-27
Alabama,2014,44,2.11822,253,28,11944,2014-44,2014-11-03
Alabama,2014,45,2.5133,274,26,10902,2014-45,2014-11-10
Alabama,2014,46,3.95533,510,28,12894,2014-46,2014-11-17
Alabama,2014,47,5.70089,693,28,12156,2014-47,2014-11-24
Alabama,2014,48,7.26216,600,25,8262,2014-48,2014-12-01
Alabama,2014,49,5.01346,447,26,8916,2014-49,2014-12-08
Alabama,2014,50,10.1072,1216,27,12031,2014-50,2014-12-15
Alabama,2014,51,15.3305,1830,27,11937,2014-51,2014-12-22
Alabama,2014,52,19.4177,1714,24,8827,2014-52,2014-12-29
Alabama,2015,1,5.42916,525,23,9670,2015-1,2015-01-05
Alabama,2015,2,8.25184,886,23,10737,2015-2,2015-01-12
Alabama,2015,3,9.66053,1033,24,10693,2015-3,2015-01-19
Alabama,2015,4,8.53614,933,23,10930,2015-4,2015-01-26
Alabama,2015,5,8.2831,797,22,9622,2015-5,2015-02-02
Alabama,2015,6,8.414,791,21,9401,2015-6,2015-02-09
Alabama,2015,7,6.0343,556,22,9214,2015-7,2015-02-16
Alabama,2015,8,5.52358,451,20,8165,2015-8,2015-02-23
Alabama,2015,9,5.87052,496,22,8449,2015-9,2015-03-02
Alabama,2015,10,4.71464,418,20,8866,2015-10,2015-03-09
Alabama,2015,11,3.90324,334,20,8557,2015-11,2015-03-16
Alabama,2015,12,2.79083,196,18,7023,2015-12,2015-03-23
Alabama,2015,13,1.97849,138,19,6975,2015-13,2015-03-30
Alabama,2015,14,1.78527,145,18,8122,2015-14,2015-04-06
Alabama,2015,15,1.65746,126,18,7602,2015-15,2015-04-13
Alabama,2015,16,1.53061,108,14,7056,2015-16,2015-04-20
Alabama,2015,17,1.42085,92,14,6475,2015-17,2015-04-27
Alabama,2015,18,1.33359,70,13,5249,2015-18,2015-05-04
Alabama,2015,19,1.87775,94,12,5006,2015-19,2015-05-11
Alabama,2015,20,1.55815,56,12,3594,2015-20,2015-05-18
Alabama,2015,21,0.793861,30,13,3779,2015-21,2015-05-25
Alabama,2015,22,0.959342,42,13,4378,2015-22,2015-06-01
Alabama,2015,23,1.01034,42,13,4157,2015-23,2015-06-08
Alabama,2015,24,1.00705,40,12,3972,2015-24,2015-06-15
Alabama,2015,25,0.626204,26,12,4152,2015-25,2015-06-22
Alabama,2015,26,0.619933,13,12,2097,2015-26,2015-06-29
Alabama,2015,27,0.685871,30,12,4374,2015-27,2015-07-06
Alabama,2015,28,1.06977,46,13,4300,2015-28,2015-07-13
Alabama,2015,29,0.613358,27,14,4402,2015-29,2015-07-20
Alabama,2015,30,0.596125,28,13,4697,2015-30,2015-07-27
Alabama,2015,31,0.775031,37,13,4774,2015-31,2015-08-03
Alabama,2015,32,1.07184,47,12,4385,2015-32,2015-08-10
Alabama,2015,33,1.23869,63,13,5086,2015-33,2015-08-17
Alabama,2015,34,1.19769,85,14,7097,2015-34,2015-08-24
Alabama,2015,35,1.05548,74,14,7011,2015-35,2015-08-31
Alabama,2015,36,0.871632,66,16,7572,2015-36,2015-09-07
Alabama,2015,37,1.25708,71,13,5648,2015-37,2015-09-14
Alabama,2015,38,1.64931,95,15,5760,2015-38,2015-09-21
Alabama,2015,39,2.15379,128,14,5943,2015-39,2015-09-28
Alabama,2015,40,2.58875,272,28,10507,2015-40,2015-10-05
Alabama,2015,41,2.48819,258,28,10369,2015-41,2015-10-12
Alabama,2015,42,2.31635,251,29,10836,2015-42,2015-10-19
Alabama,2015,43,2.19702,279,26,12699,2015-43,2015-10-26
Alabama,2015,44,2.31715,313,28,13508,2015-44,2015-11-02
Alabama,2015,45,2.20919,290,30,13127,2015-45,2015-11-09
Alabama,2015,46,2.64504,305,30,11531,2015-46,2015-11-16
Alabama,2015,47,3.50323,255,26,7279,2015-47,2015-11-23
Alabama,2015,48,2.45363,295,27,12023,2015-48,2015-11-30
Alabama,2015,49,2.76306,339,26,12269,2015-49,2015-12-07
Alabama,2015,50,3.1391,334,25,10640,2015-50,2015-12-14
Alabama,2015,51,3.28583,249,26,7578,2015-51,2015-12-21
Alabama,2015,52,2.88941,220,23,7614,2015-52,2015-12-28
Alabama,2016,1,2.77095,293,22,10574,2016-1,2016-01-04
Alabama,2016,2,2.79062,350,27,12542,2016-2,2016-01-11
Alabama,2016,3,3.24173,394,28,12154,2016-3,2016-01-18
Alabama,2016,4,3.15247,416,27,13196,2016-4,2016-01-25
Alabama,2016,5,3.24061,332,24,10245,2016-5,2016-02-01
Alabama,2016,6,3.12853,332,27,10612,2016-6,2016-02-08
Alabama,2016,7,3.89068,484,27,12440,2016-7,2016-02-15
Alabama,2016,8,4.39855,509,23,11572,2016-8,2016-02-22
Alabama,2016,9,5.47097,521,24,9523,2016-9,2016-02-29
Alabama,2016,10,6.55058,632,24,9648,2016-10,2016-03-07
Alabama,2016,11,4.98188,440,23,8832,2016-11,2016-03-14
Alabama,2016,12,5.03734,398,22,7901,2016-12,2016-03-21
Alabama,2016,13,5.4502,388,22,7119,2016-13,2016-03-28
Alabama,2016,14,4.41285,360,23,8158,2016-14,2016-04-04
Alabama,2016,15,3.62936,311,22,8569,2016-15,2016-04-11
Alabama,2016,16,3.92021,340,22,8673,2016-16,2016-04-18
Alabama,2016,17,3.10614,247,22,7952,2016-17,2016-04-25
Alabama,2016,18,2.54817,201,24,7888,2016-18,2016-05-02
Alabama,2016,19,2.51917,161,22,6391,2016-19,2016-05-09
Alabama,2016,20,2.69975,173,22,6408,2016-20,2016-05-16
Alabama,2016,21,2.23771,122,22,5452,2016-21,2016-05-23
Alabama,2016,22,1.92926,84,19,4354,2016-22,2016-05-30
Alabama,2016,23,1.64923,93,21,5639,2016-23,2016-06-06
Alabama,2016,24,1.18132,63,21,5333,2016-24,2016-06-13
Alabama,2016,25,1.23199,59,19,4789,2016-25,2016-06-20
Alabama,2016,26,1.09025,54,20,4953,2016-26,2016-06-27
Alabama,2016,27,1.08565,45,19,4145,2016-27,2016-07-04
Alabama,2016,28,0.77436,36,18,4649,2016-28,2016-07-11
Alabama,2016,29,1.212,59,17,4868,2016-29,2016-07-18
Alabama,2016,30,0.659184,37,20,5613,2016-30,2016-07-25
Alabama,2016,31,0.991988,52,18,5242,2016-31,2016-08-01
Alabama,2016,32,1.55411,81,20,5212,2016-32,2016-08-08
Alabama,2016,33,1.39542,86,20,6163,2016-33,2016-08-15
Alabama,2016,34,1.38221,92,20,6656,2016-34,2016-08-22
Alabama,2016,35,1.3963,89,20,6374,2016-35,2016-08-29
Alabama,2016,36,1.32311,69,19,5215,2016-36,2016-09-05
Alabama,2016,37,1.76768,105,19,5940,2016-37,2016-09-12
Alabama,2016,38,1.8797,120,19,6384,2016-38,2016-09-19
Alabama,2016,39,1.51172,100,19,6615,2016-39,2016-09-26
Alabama,2016,40,2.22398,169,23,7599,2016-40,2016-10-03
Alabama,2016,41,1.6809,124,24,7377,2016-41,2016-10-10
Alabama,2016,42,1.99635,153,24,7664,2016-42,2016-10-17
Alabama,2016,43,2.40322,185,24,7698,2016-43,2016-10-24
Alabama,2016,44,2.70133,213,25,7885,2016-44,2016-10-31
Alabama,2016,45,2.46088,195,25,7924,2016-45,2016-11-07
Alabama,2016,46,2.81762,222,21,7879,2016-46,2016-11-14
Alabama,2016,47,2.62077,134,23,5113,2016-47,2016-11-21
Alabama,2016,48,2.69573,209,25,7753,2016-48,2016-11-28
Alabama,2016,49,2.65332,212,25,7990,2016-49,2016-12-05
Alabama,2016,50,3.84472,310,26,8063,2016-50,2016-12-12
Alabama,2016,51,4.96494,347,25,6989,2016-51,2016-12-19
Alabama,2016,52,5.47445,345,25,6302,2016-52,2016-12-26
Alabama,2017,1,4.38736,275,24,6268,2017-1,2017-01-02
Alabama,2017,2,4.11625,330,24,8017,2017-2,2017-01-09
Alabama,2017,3,6.10548,470,24,7698,2017-3,2017-01-16
Alabama,2017,4,5.26563,449,25,8527,2017-4,2017-01-23
Alabama,2017,5,6.47647,538,24,8307,2017-5,2017-01-30
Alabama,2017,6,7.76346,705,24,9081,2017-6,2017-02-06
Alabama,2017,7,7.56183,691,25,9138,2017-7,2017-02-13
Alabama,2017,8,7.42094,650,25,8759,2017-8,2017-02-20
Alabama,2017,9,6.29416,490,24,7785,2017-9,2017-02-27
Alabama,2017,10,6.59379,567,25,8599,2017-10,2017-03-06
Alabama,2017,11,5.96548,477,24,7996,2017-11,2017-03-13
Alabama,2017,12,6.78633,586,25,8635,2017-12,2017-03-20
Alabama,2017,13,5.18245,365,22,7043,2017-13,2017-03-27
Alabama,2017,14,3.28208,222,24,6764,2017-14,2017-04-03
Alabama,2017,15,2.89855,210,23,7245,2017-15,2017-04-10
Alabama,2017,16,2.77162,200,23,7216,2017-16,2017-04-17
Alabama,2017,17,2.05347,149,21,7256,2017-17,2017-04-24
Alabama,2017,18,2.29982,164,23,7131,2017-18,2017-05-01
Alabama,2017,19,2.32988,164,20,7039,2017-19,2017-05-08
Alabama,2017,20,2.50634,168,22,6703,2017-20,2017-05-15
Alabama,2017,21,2.03091,113,20,5564,2017-21,2017-05-22
Alabama,2017,22,1.29626,62,19,4783,2017-22,2017-05-29
Alabama,2017,23,1.0559,51,16,4830,2017-23,2017-06-05
Alabama,2017,24,0.830171,35,14,4216,2017-24,2017-06-12
Alabama,2017,25,1.1051,47,15,4253,2017-25,2017-06-19
Alabama,2017,26,0.877588,39,14,4444,2017-26,2017-06-26
Alabama,2017,27,0.934016,31,14,3319,2017-27,2017-07-03
Alabama,2017,28,0.955483,44,13,4605,2017-28,2017-07-10
Alabama,2017,29,0.687916,30,12,4361,2017-29,2017-07-17
Alabama,2017,30,0.625698,28,14,4475,2017-30,2017-07-24
Alabama,2017,31,0.608918,31,15,5091,2017-31,2017-07-31
Alabama,2017,32,0.802016,35,14,4364,2017-32,2017-08-07
Alabama,2017,33,1.34966,54,12,4001,2017-33,2017-08-14
Alabama,2017,34,1.716,80,13,4662,2017-34,2017-08-21
Alabama,2017,35,1.54497,73,11,4725,2017-35,2017-08-28
Alabama,2017,36,1.71125,87,16,5084,2017-36,2017-09-04
Alabama,2017,37,1.74159,74,14,4249,2017-37,2017-09-11
Alabama,2017,38,1.60263,83,17,5179,2017-38,2017-09-18
Alabama,2017,39,1.73927,107,16,6152,2017-39,2017-09-25
Alabama,2017,40,1.75721,698,85,39722,2017-40,2017-10-02
Alabama,2017,41,1.83081,738,86,40310,2017-41,2017-10-09
Alabama,2017,42,1.83131,710,85,38770,2017-42,2017-10-16
Alabama,2017,43,2.09091,799,86,38213,2017-43,2017-10-23
Alabama,2017,44,2.45603,979,86,39861,2017-44,2017-10-30
Alabama,2017,45,2.39313,964,84,40282,2017-45,2017-11-06
Alabama,2017,46,2.74821,1100,86,40026,2017-46,2017-11-13
Alabama,2017,47,2.80217,967,84,34509,2017-47,2017-11-20
Alabama,2017,48,2.97065,1239,84,41708,2017-48,2017-11-27
Alabama,2017,49,3.59379,1274,86,35450,2017-49,2017-12-04
Alabama,2017,50,4.6979,1737,85,36974,2017-50,2017-12-11
Alabama,2017,51,7.73028,3116,84,40309,2017-51,2017-12-18
Alabama,2017,52,9.14754,3583,87,39169,2017-52,2017-12-25
Alabama,2018,1,9.45467,3738,86,39536,2018-1,2018-01-08
Alabama,2018,2,11.1666,4829,87,43245,2018-2,2018-01-15
Alabama,2018,3,13.3546,5145,87,38526,2018-3,2018-01-22
Alabama,2018,4,11.8644,5136,89,43289,2018-4,2018-01-29
Alabama,2018,5,12.372,5278,87,42661,2018-5,2018-02-05
Alabama,2018,6,11.8198,5100,88,43148,2018-6,2018-02-12
Alabama,2018,7,6.65588,2921,87,43886,2018-7,2018-02-19
Alabama,2018,8,5.65463,2172,89,38411,2018-8,2018-02-26
Alabama,2018,9,3.43508,1212,88,35283,2018-9,2018-03-05
Alabama,2018,10,2.90703,1034,87,35569,2018-10,2018-03-12
Alabama,2018,11,2.64247,945,87,35762,2018-11,2018-03-19
Alabama,2018,12,2.36956,837,85,35323,2018-12,2018-03-26
Alabama,2018,13,2.06295,738,84,35774,2018-13,2018-04-02
Alabama,2018,14,1.82201,693,83,38035,2018-14,2018-04-09
Alabama,2018,15,1.6396,634,84,38668,2018-15,2018-04-16
Alabama,2018,16,1.55883,604,83,38747,2018-16,2018-04-23
Alabama,2018,17,1.41908,532,80,37489,2018-17,2018-04-30
Alabama,2018,18,1.33145,509,81,38229,2018-18,2018-05-07
Alabama,2018,19,1.17771,448,77,38040,2018-19,2018-05-14
Alabama,2018,20,1.11641,417,79,37352,2018-20,2018-05-21
Alaska,2010,40,0.875146,15,7,1714,2010-40,2010-10-04
Alaska,2010,41,1.12827,19,7,1684,2010-41,2010-10-11
Alaska,2010,42,0.586042,11,7,1877,2010-42,2010-10-18
Alaska,2010,43,0.967742,18,8,1860,2010-43,2010-10-25
Alaska,2010,44,0.683851,13,8,1901,2010-44,2010-11-01
Alaska,2010,45,0.951904,19,8,1996,2010-45,2010-11-08
Alaska,2010,46,0.962567,18,7,1870,2010-46,2010-11-15
Alaska,2010,47,0.652316,10,6,1533,2010-47,2010-11-22
Alaska,2010,48,0.45977,8,8,1740,2010-48,2010-11-29
Alaska,2010,49,0.797721,14,8,1755,2010-49,2010-12-06
Alaska,2010,50,1.05581,21,9,1989,2010-50,2010-12-13
